,nonprofit,org_years,regionality,org_small_med_large,global_north_south_int,collects_data,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,[D] Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.,"[D] Our staff uses software to collect data about people, relationships, prospects, etc.",[D] We also retained the original audio or video that accompanies the transcripts and tabular data.,"[D] We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.","[D] We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.",[U] Ask,[U] Assist,[U] Generat,[U] Interpret,[U] Organi,[U] Predict,[U] Translat,[U] Other,[U] I am not currently using AI,[W] Ask,[W] Assist,[W] Generat,[W] Interpret,[W] Organi,[W] Predict,[W] Translat,[W] Other,[W] We don't know yet!,cluster3,cluster2,ai_want_2+
0,1.0,0.56,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
1,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
2,1.0,0.22666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-1,0,1
3,1.0,0.16666666666666666,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1
4,1.0,0.05333333333333334,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
5,1.0,0.5733333333333334,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
6,1.0,0.35333333333333333,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1
7,1.0,0.29333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,1.0,0.26,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
9,1.0,0.36,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
10,1.0,0.10666666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1.0,0.09333333333333334,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12,1.0,0.02666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13,1.0,0.08,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
14,1.0,0.6666666666666666,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,1.0,0.36,0.75,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
16,1.0,0.07333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,1.0,0.22,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
18,1.0,0.2,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
19,1.0,0.02666666666666667,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
20,1.0,0.22666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
21,1.0,0.14666666666666667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
22,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
23,1.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,1.0,0.3333333333333333,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
25,1.0,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
26,0.0,0.15333333333333332,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
27,1.0,0.38666666666666666,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,1.0,0.26,0.25,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
29,1.0,0.4866666666666667,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
30,1.0,0.42,0.25,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,1
31,1.0,0.013333333333333334,0.25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1
32,1.0,0.7533333333333333,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
33,1.0,0.11333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
34,1.0,0.23333333333333334,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
35,1.0,0.06666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
36,1.0,0.36666666666666664,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,1
37,1.0,0.19333333333333333,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
38,1.0,0.02,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
39,1.0,0.22666666666666666,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,1.0,0.08,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
41,1.0,0.23333333333333334,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1
42,1.0,0.25333333333333335,0.4983480176211454,1.0,0.3737704918032787,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
43,1.0,0.23333333333333334,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
44,1.0,0.35333333333333333,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
45,1.0,0.006666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,1.0,0.24666666666666667,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1
47,1.0,0.12,0.75,0.0,0.3737704918032787,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,1.0,0.11333333333333333,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,1.0,0.08666666666666667,0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,1.0,0.56,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,-1,0,1
51,1.0,0.8333333333333334,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
52,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,1
53,1.0,0.05333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
54,1.0,0.09333333333333334,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
55,1.0,0.29333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1
56,1.0,0.06666666666666667,0.25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
57,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
58,1.0,0.17333333333333334,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
59,1.0,0.21333333333333335,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
60,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,0,1
62,1.0,0.04666666666666667,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
63,1.0,0.21333333333333335,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
64,1.0,0.32,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
65,1.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
66,1.0,0.22,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
67,1.0,0.06666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
68,1.0,0.14,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,1.0,0.8,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
70,1.0,0.4266666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28888888888888886,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
71,1.0,0.02,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
72,1.0,0.66,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
73,1.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
74,1.0,0.20666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
75,1.0,0.02666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
76,1.0,0.21333333333333335,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
77,1.0,0.2,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
78,1.0,0.06666666666666667,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1
79,1.0,0.35333333333333333,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1
80,1.0,0.22,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0
81,1.0,0.08666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
82,1.0,0.26,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
84,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1
85,1.0,0.11333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
86,1.0,0.5333333333333333,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1
87,1.0,0.2733333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
88,1.0,0.16,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
89,1.0,0.9133333333333333,0.25,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1
90,1.0,0.05333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
91,1.0,0.21333333333333335,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92,1.0,0.11333333333333333,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
93,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
94,1.0,0.7733333333333333,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
95,1.0,0.3466666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
96,1.0,0.29333333333333333,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
97,1.0,0.25333333333333335,0.25,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
98,1.0,0.06666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
99,1.0,0.006666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0
100,1.0,0.24666666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
101,1.0,0.16,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,0,1
102,1.0,0.02666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
103,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.4296875,0.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,1
104,1.0,0.15333333333333332,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,1.0,0.07333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
106,1.0,0.28,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1
107,1.0,0.03333333333333333,0.25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
108,1.0,0.5066666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
109,1.0,0.47333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1
110,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
111,1.0,0.24,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
112,1.0,1.0,0.25,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,-1,0,1
113,1.0,0.7933333333333333,0.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
114,1.0,0.07333333333333333,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
115,1.0,0.23333333333333334,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1
116,1.0,0.29333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
117,1.0,0.013333333333333334,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,-1,0,1
118,1.0,0.26,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
119,1.0,0.18,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1
120,1.0,0.04666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
121,1.0,0.04666666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
122,1.0,0.07333333333333333,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1
123,1.0,0.05333333333333334,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
124,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
125,1.0,0.21333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1
126,1.0,0.06,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
127,1.0,0.14666666666666667,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
128,1.0,0.15333333333333332,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
129,1.0,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
130,1.0,0.03333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
131,1.0,0.4533333333333333,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
132,1.0,0.2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0
